Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
1.06,-0.799353,71.6904,0.507159,0.335243,0.399132,0.34565,0.420146,0.12932300000000002,0.0335344,6.93649
1.07,-0.801725,71.6899,0.516835,0.338325,0.399267,0.34256000000000003,0.393481,0.133275,0.0449177,6.47531
1.08,-0.78449,68.913,0.509788,0.336433,0.39211399999999996,0.326625,0.399511,0.13433299999999998,0.0417453,6.31905
1.09,-0.780115,68.4292,0.500809,0.32981,0.41409399999999996,0.331125,0.374297,0.129583,0.0342063,6.3725
1.1,-0.769943,66.6051,0.50489,0.33127,0.393422,0.321157,0.376146,0.12776,0.0329538,6.05281
1.11,-0.767379,65.9131,0.508757,0.32237499999999997,0.372164,0.32526,0.377824,0.131323,0.039731499999999996,5.70245
1.12,-0.76595,65.4373,0.516124,0.31980200000000003,0.373506,0.32999,0.36307100000000003,0.126258,0.028612900000000004,5.39646
1.13,-0.7551680000000001,63.8572,0.509364,0.323358,0.37659699999999996,0.313008,0.356406,0.130137,0.0362548,5.34832
1.14,-0.750632,63.3246,0.498293,0.302395,0.367513,0.329447,0.362991,0.130385,0.0380025,5.37071
1.15,-0.754639,63.9072,0.503521,0.31556,0.372799,0.320492,0.359823,0.130405,0.035210399999999996,5.26211
1.16,-0.735117,60.247,0.511371,0.31074999999999997,0.344129,0.305068,0.337186,0.131042,0.0374911,4.61301
1.17,-0.734642,60.4352,0.509594,0.300088,0.351757,0.316807,0.352233,0.129048,0.0348549,4.72302
1.18,-0.739252,61.0825,0.508216,0.31664,0.36087600000000003,0.303152,0.360358,0.130822,0.037492199999999996,4.62022
1.19,-0.725615,59.1937,0.49783,0.305992,0.344838,0.302002,0.344352,0.128765,0.0334357,4.6197
1.2,-0.72913,59.6037,0.502448,0.297593,0.34740000000000004,0.31232000000000004,0.36959200000000003,0.131547,0.036390099999999995,4.47265
1.21,-0.72599,58.8628,0.506822,0.309375,0.340921,0.29863,0.325951,0.12882,0.0349341,4.20501
1.22,-0.729425,59.8588,0.494439,0.30717500000000003,0.34848,0.30533299999999997,0.34872800000000004,0.127228,0.0333441,4.46977
1.23,-0.7055659999999999,55.892,0.499499,0.29719799999999996,0.330154,0.29106299999999996,0.318489,0.12922499999999998,0.034399,4.03841
1.24,-0.713489,56.9216,0.508485,0.298583,0.32345199999999996,0.29767,0.332821,0.128618,0.033037899999999995,3.91193
1.25,-0.719083,58.3494,0.493776,0.301012,0.345032,0.300835,0.346158,0.12847,0.0349596,4.2505
1.26,-0.708377,56.4314,0.496769,0.29679,0.328392,0.29407,0.334648,0.12834700000000002,0.0359717,3.93781
1.27,-0.705909,55.8637,0.504619,0.29360200000000003,0.318388,0.295675,0.326793,0.12696000000000002,0.0304766,3.74039
1.28,-0.697702,54.9821,0.489804,0.284753,0.328273,0.296298,0.33932,0.127992,0.0332067,3.84719
1.29,-0.695019,54.1347,0.502119,0.290968,0.338167,0.28484,0.330262,0.131888,0.0396494,3.5031
1.3,-0.69353,54.1124,0.49362,0.288727,0.315922,0.286537,0.31894999999999996,0.130088,0.034369899999999995,3.55854
1.31,-0.680518,52.2405,0.490179,0.277698,0.310703,0.285115,0.307984,0.12919799999999998,0.036997600000000005,3.45548
1.32,-0.683071,52.1873,0.503155,0.284115,0.302242,0.281705,0.31511300000000003,0.128107,0.032372200000000004,3.17299
1.33,-0.673028,50.8589,0.497469,0.269943,0.279478,0.28527,0.30673,0.129293,0.033712,3.14445
1.34,-0.673616,51.2898,0.487872,0.27711,0.30716,0.27787700000000004,0.305268,0.13089,0.0377681,3.29361
1.35,-0.671245,50.6659,0.495601,0.27570700000000004,0.292956,0.27683,0.302877,0.130573,0.0352207,3.0776
1.36,-0.6648240000000001,49.3908,0.504445,0.27241,0.304503,0.273955,0.29357700000000003,0.130527,0.0339932,2.8069
1.37,-0.66869,50.2661,0.496442,0.26702499999999996,0.291751,0.282705,0.30297399999999997,0.130798,0.0367526,2.95773
1.38,-0.66783,50.0094,0.498466,0.275793,0.288917,0.273305,0.289454,0.13013999999999998,0.035825800000000005,2.84066
1.39,-0.6529480000000001,47.9205,0.495986,0.263598,0.281051,0.271672,0.29075799999999996,0.129527,0.0322388,2.73606
1.4,-0.647742,47.0411,0.493395,0.265495,0.282879,0.26412,0.28482599999999997,0.12980799999999998,0.0346076,2.59389
1.41,-0.654285,47.7293,0.507372,0.26647,0.285102,0.270293,0.27513200000000004,0.127808,0.0304199,2.47496
